norm,lambda,eta,date,regime,eq_idx,bd_idx
L1,2.0,4.0,1987-12-31,normal,0.7105862485124861,0.8012618721772541
L1,2.0,4.0,1988-01-31,normal,0.7372559715916567,0.8271042649958184
L1,2.0,4.0,1988-02-29,normal,0.7646944270863834,0.833117658001953
L1,2.0,4.0,1988-03-31,normal,0.735832565324862,0.8216331888610312
L1,2.0,4.0,1988-04-30,normal,0.7393829574525544,0.8134197390315754
L1,2.0,4.0,1988-05-31,normal,0.7379603846424158,0.8038035484965298
L1,2.0,4.0,1988-06-30,normal,0.7662655931557603,0.8192574766907961
L1,2.0,4.0,1988-07-31,normal,0.7582113755061001,0.8107823312879371
L1,2.0,4.0,1988-08-31,normal,0.7244709692960787,0.8081240907240841
L1,2.0,4.0,1988-09-30,normal,0.7487617564256068,0.8214092397266716
L1,2.0,4.0,1988-10-31,normal,0.7636359087170015,0.831862710399286
L1,2.0,4.0,1988-11-30,normal,0.7448573380857417,0.8170157685907626
L1,2.0,4.0,1988-12-31,normal,0.751105201437605,0.8127883664593976
L1,2.0,4.0,1989-01-31,normal,0.8003889692299334,0.8200126584783346
L1,2.0,4.0,1989-02-28,normal,0.7723401381922397,0.8090667714858358
L1,2.0,4.0,1989-03-31,normal,0.7832347681815793,0.8071440651331832
L1,2.0,4.0,1989-04-30,normal,0.8172193247729781,0.818626487951522
L1,2.0,4.0,1989-05-31,calm,0.8394787447411446,0.8336708585281035
L1,2.0,4.0,1989-06-30,normal,0.8268655766014089,0.8531355316762737
L1,2.0,4.0,1989-07-31,calm,0.8941476285694655,0.8652986266038504
L1,2.0,4.0,1989-08-31,calm,0.9014054248705637,0.8460753492028189
L1,2.0,4.0,1989-09-30,calm,0.889647492508552,0.8449059390376027
L1,2.0,4.0,1989-10-31,calm,0.8612010139355911,0.8599649837103096
L1,2.0,4.0,1989-11-30,calm,0.8695038529109441,0.8622276296017006
L1,2.0,4.0,1989-12-31,calm,0.882822043425981,0.8592752084448275
L1,2.0,4.0,1990-01-31,normal,0.8170367932160072,0.8441664158295532
L1,2.0,4.0,1990-02-28,normal,0.8193563606719475,0.8420862493733268
L1,2.0,4.0,1990-03-31,normal,0.8339859684917451,0.8373171005832252
L1,2.0,4.0,1990-04-30,stressed,0.8058080845743145,0.8238685265748231
L1,2.0,4.0,1990-05-31,normal,0.8744540694911158,0.8426596334138388
L1,2.0,4.0,1990-06-30,normal,0.8611746099918237,0.8508714992201828
L1,2.0,4.0,1990-07-31,normal,0.850820707655892,0.8568557815520598
L1,2.0,4.0,1990-08-31,normal,0.7649609867635053,0.8397575802387465
L1,2.0,4.0,1990-09-30,normal,0.721217457696421,0.8416663145233385
L1,2.0,4.0,1990-10-31,normal,0.7114824644524347,0.8466287990551752
L1,2.0,4.0,1990-11-30,normal,0.7500690044295482,0.8600275435471927
L1,2.0,4.0,1990-12-31,normal,0.7641913036449477,0.8682677839861404
L1,2.0,4.0,1991-01-31,normal,0.7919452034107249,0.8744860169636184
L1,2.0,4.0,1991-02-28,normal,0.8414267316650305,0.8777531704916601
L1,2.0,4.0,1991-03-31,calm,0.856406651768863,0.8799297313814867
L1,2.0,4.0,1991-04-30,calm,0.852164013216,0.8847987418193218
L1,2.0,4.0,1991-05-31,calm,0.8810327734917184,0.8858143343307715
L1,2.0,4.0,1991-06-30,normal,0.8351371332222144,0.8816435365664078
L1,2.0,4.0,1991-07-31,normal,0.8685083779286409,0.8895495746564199
L1,2.0,4.0,1991-08-31,normal,0.881578560508089,0.9047075141564477
L1,2.0,4.0,1991-09-30,normal,0.860646359167385,0.918878390732499
L1,2.0,4.0,1991-10-31,normal,0.8672389102786071,0.9252498014175388
L1,2.0,4.0,1991-11-30,normal,0.8257606076778019,0.9301251137140945
L1,2.0,4.0,1991-12-31,normal,0.9147676920581768,0.9542137726966907
L1,2.0,4.0,1992-01-31,normal,0.8934536048332212,0.9379881092147697
L1,2.0,4.0,1992-02-29,normal,0.8994978184699179,0.9414606918883783
L1,2.0,4.0,1992-03-31,normal,0.8768016895142849,0.9329521568331925
L1,2.0,4.0,1992-04-30,normal,0.8984525536334612,0.9367055447909247
L1,2.0,4.0,1992-05-31,normal,0.8968029947449903,0.9517582289556814
L1,2.0,4.0,1992-06-30,normal,0.878365621976028,0.9618111371229342
L1,2.0,4.0,1992-07-31,normal,0.9102274565475863,0.9784526111740284
L1,2.0,4.0,1992-08-31,normal,0.8860172266583336,0.9858205462305668
L1,2.0,4.0,1992-09-30,normal,0.8917816547349726,0.9949615741084686
L1,2.0,4.0,1992-10-31,normal,0.891608649093954,0.9794634976762256
L1,2.0,4.0,1992-11-30,calm,0.9165398101399191,0.97743222530861
L1,2.0,4.0,1992-12-31,calm,0.9232378830724217,0.9902379815031366
L1,2.0,4.0,1993-01-31,calm,0.9276195700654833,1.0069494379266597
L1,2.0,4.0,1993-02-28,calm,0.9353039705839058,1.0223610322363799
L1,2.0,4.0,1993-03-31,calm,0.9504530889954533,1.0240651958344298
L1,2.0,4.0,1993-04-30,normal,0.9240143354188668,1.0287385077806561
L1,2.0,4.0,1993-05-31,calm,0.9429732615529911,1.0277852912445085
L1,2.0,4.0,1993-06-30,calm,0.9413277732115811,1.0438424280696865
L1,2.0,4.0,1993-07-31,calm,0.9340541335079752,1.0472410670232264
L1,2.0,4.0,1993-08-31,calm,0.9638803500991519,1.0629788157158957
L1,2.0,4.0,1993-09-30,calm,0.9517470242521037,1.0631346986098555
L1,2.0,4.0,1993-10-31,calm,0.9681104108400701,1.0647684240268456
L1,2.0,4.0,1993-11-30,calm,0.9531908612986139,1.0530486892390385
L1,2.0,4.0,1993-12-31,calm,0.9606171712989915,1.056333918828862
L1,2.0,4.0,1994-01-31,calm,0.9894366470551325,1.0679553233968289
L1,2.0,4.0,1994-02-28,stressed,0.9576312060355452,1.0471586807590616
L1,2.0,4.0,1994-03-31,stressed,0.9112368469967411,1.0185144088554499
L1,2.0,4.0,1994-04-30,stressed,0.9192839795925694,1.007631472008451
L1,2.0,4.0,1994-05-31,stressed,0.9277588586004334,1.004265686379025
L1,2.0,4.0,1994-06-30,stressed,0.9000077356219772,0.9989330910686444
L1,2.0,4.0,1994-07-31,normal,0.9258082573790525,1.0159781285974765
L1,2.0,4.0,1994-08-31,normal,0.9572329670592697,1.0134798107291842
L1,2.0,4.0,1994-09-30,normal,0.9279435527331902,0.9948132488829741
L1,2.0,4.0,1994-10-31,normal,0.9437501432104474,0.9901465325868898
L1,2.0,4.0,1994-11-30,stressed,0.90297541827304,0.9842840114945988
L1,2.0,4.0,1994-12-31,stressed,0.9101080211019787,0.9867498932494148
L1,2.0,4.0,1995-01-31,normal,0.9283811699496644,1.0021337520912885
L1,2.0,4.0,1995-02-28,normal,0.9581580675946298,1.021951742824328
L1,2.0,4.0,1995-03-31,calm,0.9799360423129881,1.023520616452152
L1,2.0,4.0,1995-04-30,calm,1.003023335469882,1.033314190854413
L1,2.0,4.0,1995-05-31,calm,1.034028792815927,1.0677206979618614
L1,2.0,4.0,1995-06-30,calm,1.0511719561720223,1.0705304474532067
L1,2.0,4.0,1995-07-31,calm,1.0798437224485704,1.0633221026564539
L1,2.0,4.0,1995-08-31,calm,1.0744229069618785,1.071157456984289
L1,2.0,4.0,1995-09-30,calm,1.1128850981852998,1.0769722987336272
L1,2.0,4.0,1995-10-31,calm,1.1021134833199644,1.0859162498049062
L1,2.0,4.0,1995-11-30,calm,1.1427252630668217,1.097627807216389
L1,2.0,4.0,1995-12-31,calm,1.157059608766732,1.107653241735086
L1,2.0,4.0,1996-01-31,calm,1.1898240657081793,1.1102458298905662
L1,2.0,4.0,1996-02-29,calm,1.193433991923538,1.086617252055367
L1,2.0,4.0,1996-03-31,calm,1.1982280162690948,1.0748262064881278
L1,2.0,4.0,1996-04-30,calm,1.2088107661087835,1.0638374247504165
L1,2.0,4.0,1996-05-31,calm,1.2313587133290107,1.0572090853691918
L1,2.0,4.0,1996-06-30,calm,1.229212455091678,1.0671777123282506
L1,2.0,4.0,1996-07-31,stressed,1.1674469876482314,1.0652957519952864
L1,2.0,4.0,1996-08-31,stressed,1.1846248026244874,1.0591426187103352
L1,2.0,4.0,1996-09-30,normal,1.2435871329255161,1.0729398906939855
L1,2.0,4.0,1996-10-31,calm,1.2708602423377056,1.0922007527406001
L1,2.0,4.0,1996-11-30,calm,1.3589003564858924,1.1064305682620206
L1,2.0,4.0,1996-12-31,calm,1.323426262679828,1.0910535252371745
L1,2.0,4.0,1997-01-31,calm,1.3986193726465082,1.0894848332054432
L1,2.0,4.0,1997-02-28,calm,1.4014557727342352,1.0879459653280301
L1,2.0,4.0,1997-03-31,stressed,1.3357078766121813,1.0712117200678506
L1,2.0,4.0,1997-04-30,normal,1.40797768698416,1.0826409274049213
L1,2.0,4.0,1997-05-31,normal,1.4835537052884087,1.087570382716178
L1,2.0,4.0,1997-06-30,calm,1.5425294157347387,1.0964550848548398
L1,2.0,4.0,1997-07-31,calm,1.6564035647925242,1.1213082321333148
L1,2.0,4.0,1997-08-31,normal,1.5544585509938034,1.107146415464202
L1,2.0,4.0,1997-09-30,normal,1.6302446231889551,1.1186033734576648
L1,2.0,4.0,1997-10-31,normal,1.5671900216532528,1.1301330648972991
L1,2.0,4.0,1997-11-30,normal,1.6309542820642586,1.1309295696343138
L1,2.0,4.0,1997-12-31,normal,1.648783874275785,1.136887791493791
L1,2.0,4.0,1998-01-31,normal,1.658429259940298,1.1465948218752673
L1,2.0,4.0,1998-02-28,calm,1.768796068760065,1.1412595701004538
L1,2.0,4.0,1998-03-31,calm,1.850242052542191,1.140730411770458
L1,2.0,4.0,1998-04-30,calm,1.8590788085851322,1.1417794335565083
L1,2.0,4.0,1998-05-31,normal,1.816643475700368,1.1480430249881108
L1,2.0,4.0,1998-06-30,normal,1.8808400228446678,1.1530724282277574
L1,2.0,4.0,1998-07-31,normal,1.8514707058879483,1.1509130263076799
L1,2.0,4.0,1998-08-31,normal,1.573570507346285,1.1646945111576754
L1,2.0,4.0,1998-09-30,normal,1.6645165883888706,1.186609436199298
L1,2.0,4.0,1998-10-31,normal,1.792840830254122,1.1765523632162922
L1,2.0,4.0,1998-11-30,normal,1.8932865306099393,1.1795683504924201
L1,2.0,4.0,1998-12-31,normal,1.992826069956757,1.1786325489050604
L1,2.0,4.0,1999-01-31,normal,2.067574983014765,1.1829195293233763
L1,2.0,4.0,1999-02-28,normal,1.9935909473975477,1.158129285407473
L1,2.0,4.0,1999-03-31,normal,2.0623578735370787,1.1595672936165486
L1,2.0,4.0,1999-04-30,normal,2.1329812565584825,1.1589504033727511
L1,2.0,4.0,1999-05-31,normal,2.0724685783099184,1.1448587630673874
L1,2.0,4.0,1999-06-30,normal,2.176999748462714,1.1366319221529069
L1,2.0,4.0,1999-07-31,normal,2.0989630154793195,1.1274735975580878
L1,2.0,4.0,1999-08-31,stressed,2.0776501450201423,1.1225028880574688
L1,2.0,4.0,1999-09-30,stressed,2.0102262425139488,1.1311567651653172
L1,2.0,4.0,1999-10-31,normal,2.1281059093749666,1.1309188139674624
L1,2.0,4.0,1999-11-30,normal,2.1610106829457223,1.1267665190332192
L1,2.0,4.0,1999-12-31,normal,2.2765037378850734,1.1163752406536613
L1,2.0,4.0,2000-01-31,stressed,2.151286926286443,1.1081426845873896
L1,2.0,4.0,2000-02-29,stressed,2.0987783149896435,1.116779074114713
L1,2.0,4.0,2000-03-31,normal,2.2919078955349903,1.1262423198310292
L1,2.0,4.0,2000-04-30,normal,2.210783523664634,1.11783678410672
L1,2.0,4.0,2000-05-31,stressed,2.1512802851252,1.1117345353219368
L1,2.0,4.0,2000-06-30,normal,2.194163906328886,1.1304170998876835
L1,2.0,4.0,2000-07-31,normal,2.147777087185187,1.1352523263992282
L1,2.0,4.0,2000-08-31,normal,2.2674061231643146,1.146030125415498
L1,2.0,4.0,2000-09-30,normal,2.1345746702509794,1.147390509684952
L1,2.0,4.0,2000-10-31,normal,2.112054907479832,1.1485576948392233
L1,2.0,4.0,2000-11-30,normal,1.932173303064682,1.1614800669622234
L1,2.0,4.0,2000-12-31,normal,1.9303435349466795,1.177218514016695
L1,2.0,4.0,2001-01-31,normal,1.9867809888779155,1.1901133346419999
L1,2.0,4.0,2001-02-28,normal,1.7958692168756476,1.1959583147721893
L1,2.0,4.0,2001-03-31,normal,1.6730227830952689,1.1969392728377146
L1,2.0,4.0,2001-04-30,normal,1.7950095663018772,1.1873033618579634
L1,2.0,4.0,2001-05-31,normal,1.7984021343821877,1.1906654837062296
L1,2.0,4.0,2001-06-30,normal,1.7483993614378253,1.1918304969179891
L1,2.0,4.0,2001-07-31,normal,1.7243204054321035,1.2149010695887876
L1,2.0,4.0,2001-08-31,normal,1.6084322796238226,1.2250472741589102
L1,2.0,4.0,2001-09-30,normal,1.4724827580531783,1.235892304323708
L1,2.0,4.0,2001-10-31,normal,1.495893761423466,1.2590351849554613
L1,2.0,4.0,2001-11-30,normal,1.6058060514378167,1.2395359044225662
L1,2.0,4.0,2001-12-31,normal,1.61555971739425,1.2298053303501981
L1,2.0,4.0,2002-01-31,normal,1.5881372067511998,1.2380388275044714
L1,2.0,4.0,2002-02-28,normal,1.5530933711470278,1.2484271978723955
L1,2.0,4.0,2002-03-31,normal,1.6081334471271074,1.2260356054941945
L1,2.0,4.0,2002-04-30,normal,1.5069529069007639,1.2479718438684848
L1,2.0,4.0,2002-05-31,normal,1.491158533483537,1.2568284448270273
L1,2.0,4.0,2002-06-30,normal,1.381163224261124,1.2660619497124532
L1,2.0,4.0,2002-07-31,normal,1.2699864905242249,1.2794397682313425
L1,2.0,4.0,2002-08-31,normal,1.2744073134977398,1.2992507218789846
L1,2.0,4.0,2002-09-30,normal,1.1324217714790161,1.3184739273183126
L1,2.0,4.0,2002-10-31,normal,1.2287183892385058,1.3106225825486109
L1,2.0,4.0,2002-11-30,normal,1.2973668856452614,1.308701310362037
L1,2.0,4.0,2002-12-31,normal,1.217665745759416,1.3342940283123865
L1,2.0,4.0,2003-01-31,normal,1.1830657735936623,1.3340988549710953
L1,2.0,4.0,2003-02-28,normal,1.1618841639832413,1.351369419407912
L1,2.0,4.0,2003-03-31,normal,1.17043330766183,1.348964854557398
L1,2.0,4.0,2003-04-30,normal,1.2641194713403137,1.3587470676192155
L1,2.0,4.0,2003-05-31,normal,1.327324180787858,1.3828580431131747
L1,2.0,4.0,2003-06-30,normal,1.3410248209819502,1.3787304246330845
L1,2.0,4.0,2003-07-31,normal,1.361842890302874,1.3314134188718347
L1,2.0,4.0,2003-08-31,normal,1.3852298182580456,1.3393209852839472
L1,2.0,4.0,2003-09-30,normal,1.3675764494541651,1.37370221284067
L1,2.0,4.0,2003-10-31,normal,1.4417838827544471,1.3599290757147038
L1,2.0,4.0,2003-11-30,normal,1.4510531113366756,1.3622342127348128
L1,2.0,4.0,2003-12-31,normal,1.5235564310977239,1.37500707721514
L1,2.0,4.0,2004-01-31,calm,1.5488109024995995,1.3851069198661834
L1,2.0,4.0,2004-02-29,calm,1.5667910482667173,1.399268449626633
L1,2.0,4.0,2004-03-31,calm,1.539749801564682,1.4084882109486885
L1,2.0,4.0,2004-04-30,normal,1.5126640628053576,1.3707173239429173
L1,2.0,4.0,2004-05-31,normal,1.5300354969026144,1.36440397722023
L1,2.0,4.0,2004-06-30,normal,1.5563352770588732,1.3710234901595604
L1,2.0,4.0,2004-07-31,normal,1.5014106487961885,1.38324240110788
L1,2.0,4.0,2004-08-31,normal,1.5031928232363096,1.4081064241027061
L1,2.0,4.0,2004-09-30,normal,1.5156152087275345,1.4103784033403837
L1,2.0,4.0,2004-10-31,normal,1.535187863533042,1.4206540596614083
L1,2.0,4.0,2004-11-30,normal,1.5921356573308003,1.4071913588027276
L1,2.0,4.0,2004-12-31,calm,1.6412657794447143,1.417887592236891
L1,2.0,4.0,2005-01-31,normal,1.597132142635446,1.4245225600971534
L1,2.0,4.0,2005-02-28,normal,1.6247673200994672,1.4138340860877556
L1,2.0,4.0,2005-03-31,normal,1.5902930071015968,1.4036035697315543
L1,2.0,4.0,2005-04-30,normal,1.5549741897068774,1.4196523162389667
L1,2.0,4.0,2005-05-31,normal,1.5978168385816813,1.431604009955237
L1,2.0,4.0,2005-06-30,normal,1.5939133720450263,1.4361177254215967
L1,2.0,4.0,2005-07-31,normal,1.6474178561178339,1.4196089999575516
L1,2.0,4.0,2005-08-31,normal,1.6239882793681262,1.4335488060303865
L1,2.0,4.0,2005-09-30,normal,1.6305638079112876,1.4146128985087
L1,2.0,4.0,2005-10-31,normal,1.5972334531137728,1.399598284972134
L1,2.0,4.0,2005-11-30,normal,1.6484822856903814,1.4014493998537079
L1,2.0,4.0,2005-12-31,normal,1.6416377872401948,1.4102890442287537
L1,2.0,4.0,2006-01-31,normal,1.6776996445125003,1.4054327704163
L1,2.0,4.0,2006-02-28,normal,1.6727554636601218,1.4053196642544996
L1,2.0,4.0,2006-03-31,normal,1.6850753076499787,1.3863296940263317
L1,2.0,4.0,2006-04-30,normal,1.699545049316769,1.3788255822892703
L1,2.0,4.0,2006-05-31,stressed,1.6396921713149801,1.3714255196526313
L1,2.0,4.0,2006-06-30,stressed,1.6332760558486246,1.3688470147033527
L1,2.0,4.0,2006-07-31,normal,1.6350497936452761,1.3818811476673687
L1,2.0,4.0,2006-08-31,normal,1.6629666338219757,1.3972314885255521
L1,2.0,4.0,2006-09-30,normal,1.6970009089497764,1.4037761172827483
L1,2.0,4.0,2006-10-31,calm,1.743512309862272,1.407306455071524
L1,2.0,4.0,2006-11-30,calm,1.7648999753673527,1.4177222102700036
L1,2.0,4.0,2006-12-31,calm,1.7801063535551176,1.403823785954276
L1,2.0,4.0,2007-01-31,calm,1.7973004008241067,1.397070960021367
L1,2.0,4.0,2007-02-28,normal,1.7512068347445715,1.4133049293376636
L1,2.0,4.0,2007-03-31,normal,1.7611536895659206,1.4072708366132978
L1,2.0,4.0,2007-04-30,calm,1.8296467177068287,1.408667264703584
L1,2.0,4.0,2007-05-31,calm,1.8816983371788703,1.3922161212909374
L1,2.0,4.0,2007-06-30,normal,1.8406472062549761,1.3825287464829694
L1,2.0,4.0,2007-07-31,stressed,1.7744170384795097,1.3885308338075815
L1,2.0,4.0,2007-08-31,normal,1.7897905877008962,1.3997175388784961
L1,2.0,4.0,2007-09-30,normal,1.8481270221164192,1.4058571781204623
L1,2.0,4.0,2007-10-31,normal,1.8696059543674564,1.41398708719332
L1,2.0,4.0,2007-11-30,normal,1.780906239074401,1.4346074586783633
L1,2.0,4.0,2007-12-31,normal,1.7607321331981662,1.434763493050637
L1,2.0,4.0,2008-01-31,normal,1.6493411755235174,1.45585185808297
L1,2.0,4.0,2008-02-29,normal,1.589864283392964,1.4559799574196823
L1,2.0,4.0,2008-03-31,normal,1.5776859229821738,1.4584723815832041
L1,2.0,4.0,2008-04-30,normal,1.6498603209008393,1.452799305668604
L1,2.0,4.0,2008-05-31,normal,1.6645011813885136,1.4395309622442258
L1,2.0,4.0,2008-06-30,normal,1.5185876788256336,1.4359308007004503
L1,2.0,4.0,2008-07-31,normal,1.5013380413818533,1.4325950769076805
L1,2.0,4.0,2008-08-31,normal,1.517689113990543,1.4443289706283462
L1,2.0,4.0,2008-09-30,stressed,1.3776185502821279,1.4227627869484762
L1,2.0,4.0,2008-10-31,stressed,1.1431134325603527,1.3880413868656714
L1,2.0,4.0,2008-11-30,stressed,1.0572096012168748,1.4328055114857223
L1,2.0,4.0,2008-12-31,normal,1.0654790947175932,1.4862623015061982
L1,2.0,4.0,2009-01-31,normal,0.9742133519013683,1.4731485229983072
L1,2.0,4.0,2009-02-28,normal,0.8670196825783089,1.467440884289193
L1,2.0,4.0,2009-03-31,normal,0.9408940946323936,1.4875468306208859
L1,2.0,4.0,2009-04-30,normal,1.029173483061278,1.4945099024657718
L1,2.0,4.0,2009-05-31,normal,1.0838030407156536,1.5053502716779827
L1,2.0,4.0,2009-06-30,normal,1.0839070858075623,1.5137616870747859
L1,2.0,4.0,2009-07-31,normal,1.1641617342549258,1.5380268106436084
L1,2.0,4.0,2009-08-31,normal,1.2031145858830956,1.5537983539801403
L1,2.0,4.0,2009-09-30,normal,1.2459731367760092,1.5699650935458866
L1,2.0,4.0,2009-10-31,normal,1.2213502156470417,1.5777168223662907
L1,2.0,4.0,2009-11-30,normal,1.2914117494174187,1.5981429852659061
L1,2.0,4.0,2009-12-31,calm,1.3142322864413738,1.57300197374115
L1,2.0,4.0,2010-01-31,calm,1.2656398618824904,1.5970309130935845
L1,2.0,4.0,2010-02-28,calm,1.3017283169042078,1.6029947467450179
L1,2.0,4.0,2010-03-31,calm,1.3781345621932173,1.6008635227930716
L1,2.0,4.0,2010-04-30,calm,1.3983366367404075,1.6173678234670223
L1,2.0,4.0,2010-05-31,normal,1.2835667589433017,1.6308160311874316
L1,2.0,4.0,2010-06-30,normal,1.2142772581620245,1.656226490572804
L1,2.0,4.0,2010-07-31,normal,1.297671391698076,1.6737411122513937
L1,2.0,4.0,2010-08-31,normal,1.2359684146942242,1.6951002658004823
L1,2.0,4.0,2010-09-30,normal,1.3440550885276488,1.6967372134384475
L1,2.0,4.0,2010-10-31,normal,1.393457177361571,1.70260887366605
L1,2.0,4.0,2010-11-30,normal,1.3901268147076768,1.6926530351627125
L1,2.0,4.0,2010-12-31,calm,1.4807630830266172,1.674230758810871
L1,2.0,4.0,2011-01-31,calm,1.5141483674965353,1.6760118950850165
L1,2.0,4.0,2011-02-28,calm,1.5623845920398725,1.6800368483466672
L1,2.0,4.0,2011-03-31,calm,1.5605925369128026,1.6807970305450686
L1,2.0,4.0,2011-04-30,calm,1.605061621252133,1.70213297338531
L1,2.0,4.0,2011-05-31,calm,1.583391684303608,1.7243460152142038
L1,2.0,4.0,2011-06-30,normal,1.5544821189315927,1.719297596616728
L1,2.0,4.0,2011-07-31,normal,1.5211011699096557,1.7465794546939966
L1,2.0,4.0,2011-08-31,normal,1.4345642032523254,1.7719222580230414
L1,2.0,4.0,2011-09-30,normal,1.331617006898532,1.7848123028225646
L1,2.0,4.0,2011-10-31,normal,1.4750627857326626,1.7867294930300885
L1,2.0,4.0,2011-11-30,normal,1.467600443099641,1.7851794243516648
L1,2.0,4.0,2011-12-31,normal,1.48012347768061,1.8048000305180272
L1,2.0,4.0,2012-01-31,normal,1.544631699208364,1.8206474431908586
L1,2.0,4.0,2012-02-29,normal,1.6073267552475323,1.8202293325604946
L1,2.0,4.0,2012-03-31,calm,1.657687517142948,1.810255864353269
L1,2.0,4.0,2012-04-30,calm,1.64525817613941,1.830325174610754
L1,2.0,4.0,2012-05-31,normal,1.542016580328486,1.8467034021838193
L1,2.0,4.0,2012-06-30,normal,1.6030110461633793,1.8474273756665038
L1,2.0,4.0,2012-07-31,normal,1.6232057793229457,1.8729092028950736
L1,2.0,4.0,2012-08-31,normal,1.6551228745617728,1.8739455291286171
L1,2.0,4.0,2012-09-30,normal,1.6950709202621956,1.8763376695975196
L1,2.0,4.0,2012-10-31,normal,1.6613576547291007,1.879840543447522
L1,2.0,4.0,2012-11-30,normal,1.6659214042066417,1.8826189420826225
L1,2.0,4.0,2012-12-31,normal,1.6775295445511538,1.8797499903108401
L1,2.0,4.0,2013-01-31,calm,1.7621240044237791,1.866602676090415
L1,2.0,4.0,2013-02-28,calm,1.7816148580367106,1.8759586717914618
L1,2.0,4.0,2013-03-31,calm,1.8457316135477355,1.8774568541096033
L1,2.0,4.0,2013-04-30,calm,1.87911351551036,1.8964542135722948
L1,2.0,4.0,2013-05-31,calm,1.9181295494329018,1.8626177149584875
L1,2.0,4.0,2013-06-30,calm,1.8893595243209578,1.8338057325545016
L1,2.0,4.0,2013-07-31,calm,1.9828110251129207,1.8363128948011875
L1,2.0,4.0,2013-08-31,normal,1.9207530056489364,1.8269263239507911
L1,2.0,4.0,2013-09-30,normal,1.9778954075669921,1.8442216667663427
L1,2.0,4.0,2013-10-31,normal,2.0661016311628497,1.859132147932608
L1,2.0,4.0,2013-11-30,calm,2.1240557819169674,1.8521712055972976
L1,2.0,4.0,2013-12-31,calm,2.174104908306277,1.8417043128032076
L1,2.0,4.0,2014-01-31,normal,2.096743733354015,1.8689161957245524
L1,2.0,4.0,2014-02-28,calm,2.1871490329050403,1.8788531192632458
L1,2.0,4.0,2014-03-31,calm,2.202310350001138,1.8756529202979642
L1,2.0,4.0,2014-04-30,calm,2.215966876481495,1.891480655944724
L1,2.0,4.0,2014-05-31,calm,2.2625686598939008,1.913015752803451
L1,2.0,4.0,2014-06-30,calm,2.305688693414159,1.9140043492990955
L1,2.0,4.0,2014-07-31,calm,2.2709189079174736,1.9092040508511727
L1,2.0,4.0,2014-08-31,calm,2.356430359395106,1.930280520469653
L1,2.0,4.0,2014-09-30,calm,2.3198726987994505,1.9171739731150277
L1,2.0,4.0,2014-10-31,calm,2.3736983851569953,1.9360184568309704
L1,2.0,4.0,2014-11-30,calm,2.431934701338437,1.9497568906054923
L1,2.0,4.0,2014-12-31,calm,2.4217473268745304,1.9515812078500319
L1,2.0,4.0,2015-01-31,normal,2.346573868101018,1.9925009493965489
L1,2.0,4.0,2015-02-28,calm,2.4753843474426875,1.9737685745615556
L1,2.0,4.0,2015-03-31,calm,2.4323225613345745,1.9829309276500533
L1,2.0,4.0,2015-04-30,stressed,2.4530483818797064,1.975817109567994
L1,2.0,4.0,2015-05-31,normal,2.4787833124540066,1.971057577985871
L1,2.0,4.0,2015-06-30,stressed,2.426699117492723,1.9495632479929434
L1,2.0,4.0,2015-07-31,stressed,2.474607011470264,1.9631182308713662
L1,2.0,4.0,2015-08-31,stressed,2.3197436300854433,1.9602951254147323
L1,2.0,4.0,2015-09-30,stressed,2.258402649275094,1.9735545485161066
L1,2.0,4.0,2015-10-31,normal,2.445811676319889,1.9738908751589546
L1,2.0,4.0,2015-11-30,normal,2.4470468112164303,1.9686727163365845
L1,2.0,4.0,2015-12-31,normal,2.4039053759346847,1.9621162180001874
L1,2.0,4.0,2016-01-31,normal,2.281702846149045,1.9889151547189012
L1,2.0,4.0,2016-02-29,normal,2.271827636230912,2.0026300905875147
L1,2.0,4.0,2016-03-31,normal,2.4212934482461796,2.0205979248476096
L1,2.0,4.0,2016-04-30,normal,2.4275863899181713,2.0281573274158515
L1,2.0,4.0,2016-05-31,normal,2.464558530636625,2.0284739278883643
L1,2.0,4.0,2016-06-30,normal,2.466298508959255,2.0645153850075633
L1,2.0,4.0,2016-07-31,normal,2.553630139161502,2.077155309155531
L1,2.0,4.0,2016-08-31,normal,2.5500065379940318,2.0743680338634185
L1,2.0,4.0,2016-09-30,normal,2.546349828618548,2.0727318541695308
L1,2.0,4.0,2016-10-31,normal,2.4963751668820806,2.0564638569607108
L1,2.0,4.0,2016-11-30,normal,2.581439150693588,2.0076188828806982
L1,2.0,4.0,2016-12-31,normal,2.6276494929301535,2.009844530319674
L1,2.0,4.0,2017-01-31,normal,2.6735913166645444,2.012986309543142
L1,2.0,4.0,2017-02-28,normal,2.771974129935167,2.0257111479848686
L1,2.0,4.0,2017-03-31,normal,2.770064239759641,2.024036500760688
L1,2.0,4.0,2017-04-30,calm,2.7938618616434163,2.038647832647421
L1,2.0,4.0,2017-05-31,calm,2.8245272894368147,2.053111314539549
L1,2.0,4.0,2017-06-30,calm,2.836429847434501,2.0498195784414084
L1,2.0,4.0,2017-07-31,calm,2.8893264276593067,2.0572074139361964
L1,2.0,4.0,2017-08-31,calm,2.8883036061039156,2.073799764946049
L1,2.0,4.0,2017-09-30,calm,2.941457057367046,2.0620615313747215
L1,2.0,4.0,2017-10-31,calm,3.0040747952042754,2.0613993381762774
L1,2.0,4.0,2017-11-30,calm,3.0860349678418335,2.057102267956574
L1,2.0,4.0,2017-12-31,calm,3.113599432174597,2.0646930542962796
